timestamp,linear_x,angular_z,enc_left,enc_right,odom_x,odom_y,odom_yaw
1773535339.1782053,0.0,0.0,0,0,0.0,0.0,0.0
1773535339.1981542,0.0,0.0,0,0,0.0,0.0,0.0
1773535339.218137,0.0,0.0,0,0,0.0,0.0,0.0
1773535339.2381287,0.0,0.0,0,0,0.0,0.0,0.0
1773535339.2581367,0.0,0.0,0,0,0.0,0.0,0.0
1773535339.278151,0.0,0.0,0,0,0.0,0.0,0.0
1773535339.2981668,0.0,0.0,0,0,0.0,0.0,0.0
1773535339.318121,0.0,0.0,0,0,0.0,0.0,0.0
1773535339.338129,0.0,0.0,0,0,0.0,0.0,0.0
1773535339.3581734,0.0,0.0,0,0,0.0,0.0,0.0
1773535339.3781314,0.0,0.0,0,0,0.0,0.0,0.0
1773535339.398128,0.0,0.0,0,0,0.0,0.0,0.0
1773535339.4181182,0.0,0.0,0,0,0.0,0.0,0.0
1773535339.4381275,0.0,0.0,0,0,0.0,0.0,0.0
1773535339.4581337,0.0,0.0,0,0,0.0,0.0,0.0
1773535339.478143,0.0,0.0,0,0,0.0,0.0,0.0
1773535339.4981365,0.0,0.0,0,0,0.0,0.0,0.0
1773535339.5181308,0.0,0.0,0,0,0.0,0.0,0.0
1773535339.5381293,0.0,0.0,0,0,0.0,0.0,0.0
1773535339.5581477,0.0,0.0,0,0,0.0,0.0,0.0
1773535339.5781698,0.0,0.0,0,0,0.0,0.0,0.0
1773535339.5981958,0.0,0.0,0,0,0.0,0.0,0.0
1773535339.6181462,0.0,0.0,0,0,0.0,0.0,0.0
1773535339.6381314,0.0,0.0,0,0,0.0,0.0,0.0
1773535339.6581137,0.0,0.0,0,0,0.0,0.0,0.0
1773535339.6781306,0.0,0.0,0,0,0.0,0.0,0.0
1773535339.6981251,0.0,0.0,0,0,0.0,0.0,0.0
1773535339.7181137,0.0,0.0,0,0,0.0,0.0,0.0
1773535339.7381208,0.0,0.0,0,0,0.0,0.0,0.0
1773535339.7581298,0.0,0.0,0,0,0.0,0.0,0.0
1773535339.7781126,0.0,0.0,0,0,0.0,0.0,0.0
1773535339.7981224,0.0,0.0,0,0,0.0,0.0,0.0
1773535339.8181522,0.0,0.0,0,0,0.0,0.0,0.0
1773535339.8381214,0.0,0.0,0,0,0.0,0.0,0.0
1773535339.8581376,0.0,0.0,0,0,0.0,0.0,0.0
1773535339.878117,0.0,0.0,0,0,0.0,0.0,0.0
1773535339.8981452,0.0,0.0,0,0,0.0,0.0,0.0
1773535339.9181328,0.0,0.0,0,0,0.0,0.0,0.0
1773535339.9381213,0.0,0.0,0,0,0.0,0.0,0.0
1773535339.9581237,0.0,0.0,0,0,0.0,0.0,0.0
1773535339.978127,0.0,0.0,0,0,0.0,0.0,0.0
1773535339.9981391,0.0,0.0,0,0,0.0,0.0,0.0
1773535340.018136,0.0,0.0,0,0,0.0,0.0,0.0
1773535340.038127,0.0,0.0,0,0,0.0,0.0,0.0
1773535340.0581715,0.0,0.0,0,0,0.0,0.0,0.0
1773535340.0781183,0.0,0.0,0,0,0.0,0.0,0.0
1773535340.098123,0.0,0.0,0,0,0.0,0.0,0.0
1773535340.1181493,0.0,0.0,0,0,0.0,0.0,0.0
1773535340.138116,0.0,0.0,0,0,0.0,0.0,0.0
1773535340.1581302,0.0,0.0,0,0,0.0,0.0,0.0
1773535340.1781363,0.0,0.0,0,0,0.0,0.0,0.0
1773535340.1981292,0.0,0.0,0,0,0.0,0.0,0.0
1773535340.2181256,0.0,0.0,0,0,0.0,0.0,0.0
1773535340.2381177,0.0,0.0,0,0,0.0,0.0,0.0
1773535340.2581344,0.0,0.0,0,0,0.0,0.0,0.0
1773535340.2781312,0.0,0.0,0,0,0.0,0.0,0.0
1773535340.2981322,0.0,0.0,0,0,0.0,0.0,0.0
1773535340.3181224,0.0,0.0,0,0,0.0,0.0,0.0
