timestamp,linear_x,angular_z,enc_left,enc_right,odom_x,odom_y,odom_yaw
1773539041.4799044,0.0,0.0,0,0,0.0,0.0,0.0
1773539041.4998074,0.0,0.0,0,0,0.0,0.0,0.0
1773539041.5197856,0.0,0.0,0,0,0.0,0.0,0.0
1773539041.539777,0.0,0.0,0,0,0.0,0.0,0.0
1773539041.559816,0.0,0.0,0,0,0.0,0.0,0.0
1773539041.579786,0.0,0.0,0,0,0.0,0.0,0.0
1773539041.5997968,0.0,0.0,0,0,0.0,0.0,0.0
1773539041.6197944,0.0,0.0,0,0,0.0,0.0,0.0
1773539041.6398175,0.0,0.0,0,0,0.0,0.0,0.0
1773539041.659795,0.0,0.0,0,0,0.0,0.0,0.0
1773539041.6798065,0.0,0.0,0,0,0.0,0.0,0.0
1773539041.699811,0.0,0.0,0,0,0.0,0.0,0.0
1773539041.7197905,0.0,0.0,0,0,0.0,0.0,0.0
1773539041.739959,0.0,0.0,0,0,0.0,0.0,0.0
1773539041.7598047,0.0,0.0,0,0,0.0,0.0,0.0
1773539041.7797804,0.0,0.0,0,0,0.0,0.0,0.0
1773539041.7998319,0.0,0.0,0,0,0.0,0.0,0.0
1773539041.8197916,0.0,0.0,0,0,0.0,0.0,0.0
1773539041.8397791,0.0,0.0,0,0,0.0,0.0,0.0
1773539041.8597693,0.0,0.0,0,0,0.0,0.0,0.0
1773539041.8798149,0.0,0.0,0,0,0.0,0.0,0.0
1773539041.899765,0.0,0.0,0,0,0.0,0.0,0.0
1773539041.919771,0.0,0.0,0,0,0.0,0.0,0.0
1773539041.9397683,0.0,0.0,0,0,0.0,0.0,0.0
1773539041.9597774,0.0,0.0,0,0,0.0,0.0,0.0
1773539041.9797938,0.0,0.0,0,0,0.0,0.0,0.0
1773539041.9997797,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.019773,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.0397744,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.059771,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.0799253,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.0997877,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.1197796,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.1397789,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.1598136,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.1799138,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.1998355,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.2197714,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.2399812,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.2598467,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.2797883,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.299795,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.3198066,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.3398728,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.359781,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.3798254,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.3997762,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.4197712,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.439784,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.4597695,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.4799404,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.4998999,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.5197868,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.5397997,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.5598812,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.5797954,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.5998006,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.6198204,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.6397858,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.6598458,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.679784,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.699785,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.7198212,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.7397723,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.7597747,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.7798264,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.7998698,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.8197691,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.8397686,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.8597634,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.879782,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.8997984,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.9197793,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.9399061,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.9597921,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.9798045,0.0,0.0,0,0,0.0,0.0,0.0
1773539042.999802,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.0198097,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.0398195,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.0597649,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.079793,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.0997667,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.119888,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.1399527,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.1598833,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.1799045,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.1998172,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.2197769,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.2398343,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.2597885,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.279791,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.299787,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.3200047,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.3399282,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.3599625,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.3797855,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.3998752,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.4197872,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.4397802,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.4597697,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.4797778,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.4998631,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.5198717,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.5398395,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.5598106,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.579808,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.5998337,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.619782,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.6398082,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.6597745,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.679844,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.6998136,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.7197766,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.7398207,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.759881,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.7797744,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.7997942,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.819786,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.839767,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.8597727,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.879802,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.899764,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.919817,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.9398258,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.959824,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.9797716,0.0,0.0,0,0,0.0,0.0,0.0
1773539043.9997795,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.0197887,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.0397651,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.059774,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.0798242,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.099775,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.1197734,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.1397748,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.159816,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.1797905,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.1999252,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.2197936,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.239811,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.2597811,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.2797718,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.2998223,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.3197947,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.3397856,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.3597684,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.3797638,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.399803,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.419767,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.439792,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.459774,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.4797795,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.4997814,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.5197768,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.5397804,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.5598092,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.5797856,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.5997934,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.6198478,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.6397963,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.659777,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.6797972,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.699859,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.719883,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.739868,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.7598953,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.7798083,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.7998333,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.8198621,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.8398182,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.8598104,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.8797903,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.8998344,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.9198482,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.939815,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.9598546,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.9797997,0.0,0.0,0,0,0.0,0.0,0.0
1773539044.999786,0.0,0.0,0,0,0.0,0.0,0.0
1773539045.0197792,0.0,0.0,0,0,0.0,0.0,0.0
1773539045.0397828,0.0,0.0,0,0,0.0,0.0,0.0
1773539045.0597377,0.0,0.0,0,0,0.0,0.0,0.0
1773539045.079794,0.0,0.0,0,0,0.0,0.0,0.0
1773539045.0997872,0.0,0.0,0,0,0.0,0.0,0.0
1773539045.119787,0.0,0.0,0,0,0.0,0.0,0.0
1773539045.1398256,0.0,0.0,0,0,0.0,0.0,0.0
1773539045.1598377,0.0,0.0,0,0,0.0,0.0,0.0
1773539045.1797912,0.0,0.0,0,0,0.0,0.0,0.0
1773539045.1998243,0.0,0.0,0,0,0.0,0.0,0.0
1773539045.219785,0.0,0.0,0,0,0.0,0.0,0.0
1773539045.2397757,0.0,0.0,0,0,0.0,0.0,0.0
1773539045.2598004,0.0,0.0,0,0,0.0,0.0,0.0
1773539045.2797852,0.0,0.0,0,0,0.0,0.0,0.0
1773539045.2997708,0.0,0.0,0,0,0.0,0.0,0.0
1773539045.3198035,0.0,0.0,0,0,0.0,0.0,0.0
