timestamp,linear_x,angular_z,enc_left,enc_right,odom_x,odom_y,odom_yaw
1773535149.298425,0.0,0.0,0,0,0.0,0.0,0.0
1773535149.318335,0.0,0.0,0,0,0.0,0.0,0.0
1773535149.3383467,0.0,0.0,0,0,0.0,0.0,0.0
1773535149.3583665,0.0,0.0,0,0,0.0,0.0,0.0
1773535149.3783572,0.0,0.0,0,0,0.0,0.0,0.0
1773535149.3983967,0.0,0.0,0,0,0.0,0.0,0.0
1773535149.418382,0.0,0.0,0,0,0.0,0.0,0.0
1773535149.4384165,0.0,0.0,0,0,0.0,0.0,0.0
1773535149.4583466,0.0,0.0,0,0,0.0,0.0,0.0
1773535149.4783385,0.0,0.0,0,0,0.0,0.0,0.0
1773535149.4983416,0.0,0.0,0,0,0.0,0.0,0.0
1773535149.5183768,0.0,0.0,0,0,0.0,0.0,0.0
1773535149.5383463,0.0,0.0,0,0,0.0,0.0,0.0
1773535149.5583735,0.0,0.0,0,0,0.0,0.0,0.0
1773535149.5783725,0.0,0.0,0,0,0.0,0.0,0.0
1773535149.5983546,0.0,0.0,0,0,0.0,0.0,0.0
1773535149.6183627,0.0,0.0,0,0,0.0,0.0,0.0
1773535149.6384332,0.0,0.0,0,0,0.0,0.0,0.0
1773535149.658381,0.0,0.0,0,0,0.0,0.0,0.0
1773535149.6783655,0.0,0.0,0,0,0.0,0.0,0.0
1773535149.6983457,0.0,0.0,0,0,0.0,0.0,0.0
1773535149.718345,0.0,0.0,0,0,0.0,0.0,0.0
1773535149.738332,0.0,0.0,0,0,0.0,0.0,0.0
1773535149.7583425,0.0,0.0,0,0,0.0,0.0,0.0
1773535149.7783663,0.0,0.0,0,0,0.0,0.0,0.0
1773535149.7983475,0.0,0.0,0,0,0.0,0.0,0.0
1773535149.8183496,0.0,0.0,0,0,0.0,0.0,0.0
1773535149.8383667,0.0,0.0,0,0,0.0,0.0,0.0
1773535149.8583388,0.0,0.0,0,0,0.0,0.0,0.0
1773535149.8783274,0.0,0.0,0,0,0.0,0.0,0.0
1773535149.898347,0.0,0.0,0,0,0.0,0.0,0.0
1773535149.91836,0.0,0.0,0,0,0.0,0.0,0.0
1773535149.9383762,0.0,0.0,0,0,0.0,0.0,0.0
1773535149.95833,0.0,0.0,0,0,0.0,0.0,0.0
1773535149.9783437,0.0,0.0,0,0,0.0,0.0,0.0
1773535149.998382,0.0,0.0,0,0,0.0,0.0,0.0
1773535150.018355,0.0,0.0,0,0,0.0,0.0,0.0
1773535150.0383575,0.0,0.0,0,0,0.0,0.0,0.0
1773535150.0583923,0.0,0.0,0,0,0.0,0.0,0.0
1773535150.0783415,0.0,0.0,0,0,0.0,0.0,0.0
